"","bmcat","efscience_identity","efSCIENCE_SELF_EFFICACY","efscicareer","ApproxAge","Female","LGBTQ","ANATENGSP","notfincon","PELL","ASIAN","BLACK","HISPANIC","OTHER","HBCU","MSI","intact1","intact7","affact2","insopn10","insopn19","insopn21","insopn14","cmp08","affact9","insopn92","degree"
"1195","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1196","Pushout",NA,NA,NA,18,0,1,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","Pushout",33.36,26.33,1,18,1,0,2,0,1,0,0,0,0,0,1,"2","2","2","2",3,2,3,3,"2",2,4
"1198","Pushout",38.46,30.65,1,18,1,0,2,0,0,0,0,0,0,0,1,"2","4","1","3",NA,3,NA,6,"1",NA,5
"1199","Persistence",41.33,43.49,2,18,1,0,2,0,1,0,1,0,0,0,1,"2","1","1","3",2,3,4,5,"1",3,5
"1200","Pushout",NA,NA,NA,19,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1201","Pushout",33.36,33.47,1,18,1,0,2,0,0,0,0,0,0,0,1,"2","5","1","3",3,3,3,5,NA,4,5
"1202","Pushout",33.36,43.9,1,18,1,1,2,0,0,1,0,0,0,0,1,"2","3","3","2",NA,3,3,1,"1",NA,5
"1203","Pushout",39.72,46.24,2,18,1,0,1,0,0,0,0,1,0,0,1,"2","1","1","3",NA,4,NA,6,NA,NA,5
"1204","Pushout",43.32,41.43,1,68,0,0,2,0,1,0,0,1,0,0,1,"2","1","1","3",3,3,3,5,"2",3,4
"1205","Never",NA,NA,NA,18,1,0,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1206","Never",NA,NA,NA,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1207","Pushout",45.61,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1208","Persistence",38.46,35.5,1,18,1,0,2,0,1,0,0,1,0,0,1,"2","4","2","3",3,3,3,4,"1",3,4
"1209","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1210","Never",52.52,29.78,4,18,1,1,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1211","Pushout",52.52,48.73,3,100,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1212","Never",54.89,52.75,3,18,1,0,2,0,1,0,0,1,0,0,1,"2",NA,"2","3",3,3,4,5,NA,3,5
"1213","Pushout",NA,NA,NA,19,0,1,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1214","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","3","2",3,2,2,1,"1",3,NA
"1215","Never",61.67,38.68,3,18,1,0,2,0,0,1,0,0,0,0,1,"2","4","2","3",3,3,4,4,"1",3,6
"1216","Persistence",NA,NA,NA,19,1,0,1,1,0,1,0,0,0,0,1,"3","1","3","3",3,3,3,4,"1",1,5
"1217","Pushout",42.2,32.74,1,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","2","3",3,NA,3,4,"3",2,NA
"1218","Pushout",57.91,30.45,3,NA,1,0,2,0,0,0,0,0,0,0,1,"4","1","1","3",3,3,3,5,"2",2,NA
"1219","Never",56.19,44.24,3,NA,0,0,2,0,0,0,0,0,0,0,1,"2","1","3","1",NA,1,1,3,"1",3,NA
"1220","Pushout",33.36,48.19,1,18,1,0,2,0,1,0,0,0,0,0,1,"2","1","1","4",4,4,2,4,"1",4,5
"1221","Never",54.12,40.29,3,19,1,0,2,0,0,0,0,0,0,0,1,"2","3","1","4",3,3,4,6,"2",3,5
"1222","Persistence",52.52,31.3,2,18,0,0,2,0,1,1,0,0,0,0,1,"2","5","1","3",2,3,3,4,"1",3,5
"1223","Pushout",70.79,50.58,3,NA,0,0,2,0,0,0,0,0,0,0,1,"3","4","3","3",1,4,3,5,"3",3,NA
"1224","Pushout",45.61,38.48,1,NA,0,0,2,0,0,0,0,0,0,0,1,"2","2","1","3",3,3,3,4,"1",3,4
"1225","Never",46.68,32.06,4,18,0,1,2,1,0,1,0,0,0,0,1,"2","1","3","2",2,NA,3,1,"2",2,5
"1226","Persistence",NA,NA,NA,19,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1227","Never",61.1,54.86,1,NA,1,0,1,1,1,0,0,1,0,0,1,"3","1","3","2",1,1,2,4,"3",3,6
"1228","Never",45.61,44.32,3,18,1,0,1,1,1,0,0,1,0,0,1,"2","1","2","3",3,4,4,6,"3",2,4
"1229","Never",33.36,22.71,1,18,1,0,1,0,1,0,0,1,0,0,1,"3","1","3","1",1,1,1,2,"1",2,4
"1230","Never",55.9,43.32,5,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","3",2,3,3,5,"1",3,5
"1231","Pushout",52.52,44.17,2,18,1,0,1,0,0,0,0,0,1,0,1,"3","1","2","3",3,4,3,5,"1",3,5
"1232","Persistence",NA,NA,NA,18,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1233","Persistence",NA,NA,NA,18,0,0,1,1,1,0,0,1,0,0,1,"2","2","3","2",2,2,2,2,"3",3,1
"1234","Pushout",46.92,57.13,3,19,0,1,2,1,0,0,0,0,1,0,1,"2","3","3","1",2,2,4,3,"2",3,5
"1235","Pushout",46.68,66.82,1,18,1,0,2,0,0,0,0,0,0,0,1,"2","4","3","2",2,2,4,3,"2",3,6
"1236","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","Pushout",49.06,51.76,2,19,1,0,2,0,0,0,0,0,1,0,1,"2","1","1","3",1,3,3,5,"1",3,5
"1238","Pushout",33.36,27.96,1,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","3",3,2,3,3,"1",4,4
"1239","Pushout",44.1,54.86,3,18,1,0,2,1,0,0,0,0,1,0,1,"3","2","3","3",2,2,4,4,"3",2,6
"1240","Never",70.79,72.43,5,18,1,0,2,0,0,0,0,0,1,0,1,"2","2","2","2",3,2,4,4,"1",2,7
"1241","Persistence",NA,NA,NA,18,1,0,2,0,1,0,0,1,0,0,1,"1","1","1","3",3,3,NA,NA,"1",3,5
"1242","Never",45.31,52.35,2,18,1,0,2,0,1,1,0,0,0,0,1,"2","5","2","3",1,3,4,6,"1",3,6
"1243","Pushout",38.46,28.62,1,18,1,1,2,0,0,1,0,0,0,0,1,"1","3","3","2",1,2,1,3,"1",2,4
"1244","Pushout",50.82,54.27,2,18,1,0,2,1,1,1,0,0,0,0,1,"2","1","3","2",3,2,2,2,"3",2,4
"1245","Never",61.67,48.58,3,18,1,1,1,1,1,0,0,1,0,0,1,"1","2","3","3",4,3,3,4,"1",4,7
"1246","Never",58.91,53.34,5,18,1,1,2,1,1,1,0,0,0,0,1,"1","1","3","1",3,2,3,2,"3",1,7
"1247","Pushout",48.42,43.32,1,18,1,0,1,0,1,1,0,0,0,0,1,"2","3","1","3",3,3,3,6,"3",3,4
"1248","Pushout",NA,NA,NA,18,1,0,2,0,1,0,0,0,1,0,1,"2","1","2",NA,NA,NA,NA,NA,"2",NA,5
"1249","Never",46.19,46.99,2,18,1,0,2,1,1,1,0,0,0,0,1,"2","1","3","2",1,2,3,4,"1",1,5
"1250","Pushout",40.04,65.58,1,18,1,0,2,0,0,0,0,0,0,0,1,"2","2","2","4",4,3,3,3,"1",4,4
"1251","Pushout",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,"5","4","2","2",2,3,2,5,"2",2,NA
"1252","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","Pushout",33.36,49.17,1,NA,0,1,2,0,0,0,0,0,0,0,1,"2","2","2","3",3,3,3,5,"1",3,6
"1254","Pushout",42.46,35.46,1,NA,0,0,2,0,0,0,0,0,0,0,1,"2","1","1","3",3,2,3,4,"3",2,NA
"1255","Persistence",NA,NA,NA,19,0,1,2,0,1,0,0,0,1,0,1,"1","3","1","4",3,3,4,5,"2",3,NA
"1256","Never",56.82,36.75,2,18,1,0,2,0,0,1,0,0,0,0,1,"2","6","3","3",2,2,2,4,"1",3,5
"1257","Pushout",59.5,53.79,2,18,1,0,2,0,0,0,0,0,0,0,1,"2","1","2","3",3,3,3,5,"1",3,4
"1258","To",57.91,54.3,3,18,1,0,1,0,0,1,0,0,0,0,1,"2","1","2","3",2,2,2,5,"1",4,5
"1259","Pushout",33.36,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,"3","1","3","1",1,1,3,2,"2",1,NA
"1260","Pushout",33.36,35.78,1,18,1,0,2,0,0,0,0,0,0,0,1,"1","1","1","2",1,4,4,3,"1",2,5
"1261","Pushout",56.82,72.43,3,18,1,0,1,0,0,0,0,0,0,0,1,"2","1","3","3",3,3,4,4,"1",3,5
"1262","Never",56.77,57.07,1,18,1,0,1,1,0,0,0,0,1,0,1,"2","4","2","3",3,3,3,5,"1",3,6
"1263","Persistence",NA,NA,NA,18,1,0,2,1,1,0,0,1,0,0,1,"2","1","2","3",4,4,4,4,"3",2,6
"1264","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1265","Persistence",NA,NA,NA,19,1,0,2,0,0,0,0,0,0,0,1,"2","1","2","3",2,3,3,5,"1",3,5
"1266","Pushout",52.52,32.47,4,19,1,0,1,0,1,1,0,0,0,0,1,"3","5","2","3",3,3,3,3,"2",3,6
"1267","Persistence",NA,NA,NA,18,1,0,1,1,1,0,0,1,0,0,1,"2","1","1",NA,NA,NA,NA,NA,"3",NA,5
"1268","Pushout",38.46,33.12,1,19,1,1,2,0,0,0,0,0,0,0,1,"1","1","2","2",3,3,2,5,"1",3,10
"1269","Never",52.52,50.11,4,18,1,0,2,0,1,1,0,0,0,0,1,"1","1","1","2",3,2,2,4,"2",2,4
"1270","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","Pushout",NA,NA,NA,18,1,0,1,1,1,0,0,1,0,0,1,"2","1","2","2",3,1,3,NA,"1",2,5
"1272","Pushout",NA,NA,NA,18,0,0,1,1,1,0,0,1,0,0,1,"5","3","2",NA,NA,NA,NA,NA,"2",NA,6
"1273","Pushout",45.88,51.77,2,18,0,1,2,0,0,0,0,0,1,0,1,"2","1","1","3",4,4,4,4,"1",2,6
"1274","Pushout",55.16,51.12,3,19,1,0,2,0,0,0,0,0,0,0,1,"2","1","1","3",3,3,3,4,"1",3,4
"1275","To",56.71,64.83,4,NA,0,0,2,0,0,0,0,0,0,0,1,"3","4","2","3",1,1,2,3,"3",2,NA
"1276","Never",68.09,55.41,5,19,1,0,2,0,0,0,0,0,1,0,1,"2","1","2","3",3,3,4,5,"1",3,6
"1277","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Never",63.3,52.3,4,NA,1,1,2,0,0,0,0,0,0,0,1,"2","1","2","3",2,3,2,4,"2",3,6
"1279","Pushout",NA,NA,NA,19,0,0,2,0,1,1,0,0,0,0,1,"2","6","2","4",4,4,NA,NA,"1",4,4
"1280","Never",46.68,35.11,4,18,1,0,2,1,1,0,0,0,1,0,1,"2","1","2","3",3,3,4,2,"2",3,4
"1281","Pushout",52.52,44.62,3,NA,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1282","Pushout",54.24,58,4,NA,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1283","Pushout",NA,NA,NA,NA,0,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","Pushout",53.25,54.83,3,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","2","3",3,3,4,5,"2",3,NA
"1286","To",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","Pushout",NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","Pushout",NA,NA,NA,NA,1,0,2,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1289","Never",59.5,53.68,5,NA,1,0,2,0,0,1,0,0,0,0,1,"3","5","1","3",2,3,1,4,"2",3,5
"1290","Never",62.82,51.75,2,NA,1,0,2,0,0,0,0,0,1,0,1,"2","1","3","1",3,1,4,2,"3",1,NA
"1291","To",NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","Pushout",33.36,25.82,1,NA,1,0,2,0,0,0,0,0,0,0,1,"1","1","2","2",2,2,1,4,"1",3,NA
"1293","Pushout",45.61,36.48,1,NA,1,0,2,0,0,0,0,0,0,0,1,"2","2","1","4",4,3,4,4,"1",4,NA
"1294","Never",48.63,50.78,1,NA,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","Pushout",48.12,27.46,3,NA,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","2",1,2,2,4,"1",3,NA
"1296","To",53.25,46.78,3,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","2","3",2,2,2,4,"2",2,NA
"1297","Persistence",56.77,47.8,4,NA,0,0,2,0,1,0,0,1,0,0,1,"1","2","3","1",2,2,2,2,"3",3,8
"1298","To",61.67,55.97,1,NA,0,0,2,0,0,0,0,0,0,0,1,"1","1","2","3",3,2,3,4,"2",3,NA
"1299","Pushout",54.89,49.53,4,NA,0,0,2,0,0,0,0,0,0,0,1,"6","6","2","3",3,4,4,6,"2",3,NA
"1300","Persistence",NA,NA,NA,NA,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1301","Pushout",NA,NA,NA,NA,1,1,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1302","To",61.67,57.04,4,NA,1,0,1,0,0,0,0,0,0,0,1,"1","1","3","3",3,3,4,4,"2",3,NA
"1303","Never",56.82,49.05,4,NA,1,0,2,0,0,0,0,0,1,0,1,"2","1","3","2",2,2,3,4,"2",3,8
"1304","Pushout",NA,NA,NA,NA,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1305","Pushout",NA,NA,NA,NA,1,0,2,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1306","Pushout",48.46,67.38,2,NA,1,0,2,0,0,0,0,0,0,0,1,"2","2","1","2",3,3,2,5,"1",NA,NA
"1307","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Never",50,31.9,5,NA,1,0,1,1,1,1,0,0,0,0,1,"4","4","2","4",2,2,3,4,"3",3,5
"1309","Pushout",NA,NA,NA,NA,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","Persistence",NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1311","Pushout",58.68,62.06,4,NA,1,0,2,0,0,0,0,0,0,0,1,"2","2","3","2",1,3,2,4,NA,3,NA
"1312","Never",55.16,33.43,3,NA,1,0,2,0,0,0,0,1,0,0,1,"2","1","2","3",4,3,4,4,"1",3,4
"1313","Pushout",NA,59.89,2,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","1","4",4,3,3,3,"3",2,4
"1314","Pushout",54.89,44.62,2,NA,1,0,1,0,0,1,0,0,0,0,1,"2","3","1","3",3,3,4,4,NA,3,5
"1315","Never",58.12,40.75,5,NA,1,0,2,0,1,1,0,0,0,0,1,"4","3","2","2",1,1,1,2,"1",2,7
"1316","Pushout",53.25,34.7,2,NA,1,0,2,0,0,0,0,0,0,0,1,"2","1","3","2",2,3,3,3,"1",2,NA
"1317","Pushout",33.36,42.58,3,NA,1,0,2,0,0,0,0,0,0,0,1,"3","4","3","1",3,3,3,3,"1",3,NA
"1318","To",52.52,33.91,5,NA,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","1",1,2,NA,NA,NA,NA,NA
"1319","Pushout",57.11,38.31,3,NA,1,0,2,0,0,1,0,0,0,0,1,"2","1","1","3",3,3,3,5,"1",3,NA
"1320","To",52.52,NA,4,NA,1,0,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1321","To",NA,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","Pushout",49.06,31.79,3,NA,1,0,1,0,1,1,0,0,0,0,1,"2","3","2","3",3,3,NA,5,"2",2,NA
"1323","Pushout",49.06,43.49,2,NA,1,0,2,0,0,0,0,0,0,0,1,"2","3","3","1",2,2,1,3,NA,NA,NA
"1324","Pushout",33.36,33.12,1,18,1,0,2,0,1,0,0,1,0,0,1,"2","1","1","2",2,NA,2,4,"1",3,5
"1325","Never",70.79,63.04,5,18,1,1,2,1,1,0,0,1,0,0,1,"3","1","1","3",3,2,3,4,"3",3,7
"1326","Pushout",52.52,44.62,3,18,1,0,1,0,1,0,0,0,1,0,1,"3","3","3","3",3,3,3,5,NA,3,8
"1327","Pushout",33.36,28.6,1,18,1,0,2,0,0,0,1,0,0,0,1,"2","1","3","2",2,2,2,2,NA,3,4
"1328","Pushout",33.36,19.27,1,18,1,1,2,1,1,0,0,1,0,0,1,"1","1","3","1",3,2,1,1,"1",3,5
"1329","Pushout",58.52,NA,3,18,1,0,2,0,0,0,0,1,0,0,1,"3","1","2","2",4,3,4,4,NA,2,5
"1330","Never",NA,NA,NA,97,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1331","Pushout",50.68,48.95,1,18,1,1,2,0,0,0,0,0,1,0,1,"1","1","1","4",3,3,NA,5,"1",3,4
"1332","Pushout",50.68,44.62,4,18,1,0,2,0,1,0,0,0,0,0,1,"2","2","2","3",2,2,4,3,"2",3,5
"1333","Pushout",46.68,32.98,1,18,1,0,2,1,0,1,0,0,0,0,1,"1","2","3","2",3,1,2,2,NA,2,5
"1334","Persistence",44.04,44.62,1,18,1,0,2,0,1,1,0,0,0,0,1,"2","1","2","3",3,3,3,5,"1",3,NA
"1335","Pushout",47.16,22.72,1,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","2",2,2,2,2,"1",2,4
"1336","Pushout",70.79,45.57,5,18,0,0,2,0,0,1,0,0,0,0,1,"3","4","1","4",4,4,4,6,"1",4,5
"1337","Pushout",49.71,48.54,1,18,1,0,2,0,0,0,0,0,1,0,1,"2","2","2","3",2,2,3,4,"2",2,4
"1338","Pushout",44.04,50.82,1,26,1,1,2,0,0,0,0,0,0,0,1,"1","1",NA,"2",2,2,1,3,"3",2,5
"1339","Pushout",51.27,55.63,4,18,1,0,2,0,1,1,0,0,0,0,1,"2","1","1","3",3,3,3,6,"1",4,5
"1340","Pushout",50.24,44.62,2,18,1,0,2,0,0,1,0,0,0,0,1,"3","5","1","3",3,3,3,5,"3",3,5
"1341","Pushout",50.82,39.48,2,18,1,0,2,0,1,1,0,0,0,0,1,"1","2","1","3",2,2,3,4,"1",3,5
"1342","Pushout",33.36,32.8,3,18,1,0,2,1,1,0,0,0,0,0,1,"2","1","3","1",3,1,3,2,"3",1,4
"1343","Never",44.32,43.77,3,19,1,0,2,1,0,0,0,0,0,0,1,"3","3","2","3",3,3,3,4,"2",3,4
"1344","Pushout",51.64,56.95,3,18,1,0,1,0,0,0,0,1,0,0,1,"2","1","3","1",2,NA,NA,1,"1",3,5
"1345","Pushout",NA,NA,6,19,0,1,2,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1346","Never",59.65,57.61,5,18,0,0,2,1,1,0,0,1,0,0,1,"1","1","3","1",2,2,1,3,"1",2,5
"1347","Pushout",50.68,47.77,3,19,1,0,2,1,0,1,0,0,0,0,1,"1","1","2","3",4,NA,4,5,"1",3,6
"1348","Pushout",54.34,58.49,1,19,0,0,2,1,1,0,0,0,1,0,1,"2","3","1","3",3,3,4,5,"1",4,5
"1349","Never",60.39,57.22,4,18,1,0,2,0,1,0,0,1,0,0,1,"2",NA,"1","4",4,4,4,6,"2",3,5
"1350","Pushout",45.61,44.83,1,18,1,0,2,1,1,0,0,1,0,0,1,"3","1","2","3",2,3,3,5,"1",3,5
"1351","Never",46.11,35.59,5,18,1,0,1,0,0,0,0,1,0,0,1,"3","1","3","1",NA,NA,3,5,"1",2,4
"1352","Never",61.67,53.84,5,19,1,0,2,1,0,1,0,0,0,0,1,"1","3","1","3",2,NA,3,5,"2",2,5
"1353","Never",53.96,53.18,2,19,1,0,1,0,0,0,0,1,0,0,1,"1","4","2","2",NA,3,3,1,"3",3,5
"1354","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1355","Never",54.08,29.33,2,18,1,0,2,0,1,0,0,1,0,0,1,"2","1","2","2",3,NA,3,4,"2",2,5
"1356","Pushout",48.42,44.16,1,18,1,0,2,0,1,0,0,0,0,0,1,"1",NA,"2","3",2,2,2,5,"3",3,5
"1357","Pushout",39.72,50.92,3,18,1,0,2,1,0,0,1,0,0,0,1,"5","1","2","2",2,2,3,5,"1",4,6
"1358","Pushout",NA,NA,NA,18,0,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1359","Persistence",42.58,39.73,2,18,1,0,2,0,1,1,0,0,0,0,1,"2","2","1","3",NA,3,2,5,"1",3,4
"1360","Pushout",NA,NA,NA,18,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1361","Pushout",50.82,50.02,1,18,0,0,2,0,1,1,0,0,0,0,1,"1","1","2","3",NA,NA,3,5,"2",3,4
"1362","Never",NA,NA,NA,19,0,0,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1363","Persistence",NA,NA,NA,18,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1364","Never",NA,NA,NA,18,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1365","Never",70.79,53.18,4,18,1,0,2,0,1,0,0,1,0,0,1,"2","4","2",NA,NA,NA,NA,NA,"2",NA,8
"1366","Never",56.55,44.79,4,18,1,1,2,0,0,1,0,0,0,0,1,"2","2","3","3",2,2,2,4,"2",3,9
"1367","Never",61.02,64.55,4,18,0,0,2,0,1,0,0,0,0,0,1,"2","5","3","2",2,2,2,2,"3",2,5
"1368","Persistence",52.52,48.95,4,18,1,0,2,0,0,0,0,0,1,0,1,"2","5","3","1",3,3,3,5,NA,2,4
"1369","Pushout",NA,NA,NA,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1370","Never",59.67,52.57,2,18,1,0,2,0,0,0,0,0,1,0,1,"2","3","2","3",2,3,2,5,"2",3,5
"1371","Pushout",47.75,44.16,2,19,1,0,2,0,0,1,0,0,0,0,1,"2","1","3","3",3,3,3,4,"2",3,4
"1372","Never",NA,NA,NA,18,1,1,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1373","Pushout",46.52,32.11,2,19,1,1,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1374","Never",56.82,42.61,2,18,1,1,2,0,1,0,0,1,0,0,1,"2","2","2","3",4,2,3,3,"3",2,5
"1375","Pushout",55.6,56.59,3,18,1,0,2,0,0,1,0,0,0,0,1,"2","3","2","3",NA,2,3,4,"1",3,4
"1376","Pushout",45.36,NA,3,19,1,0,2,0,1,1,0,0,0,0,1,"2","1","1",NA,3,3,3,4,"3",3,4
"1377","Never",57.89,47.8,3,97,1,0,2,0,0,0,0,1,0,0,1,"1","1","2","3",3,3,4,5,NA,3,8
"1378","Never",NA,NA,NA,18,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1379","Never",56.82,50.02,5,18,0,0,2,0,1,1,0,0,0,0,1,"1","1","1","3",3,3,3,5,"1",NA,4
"1380","Never",48.06,54.83,3,18,1,0,2,0,0,0,0,0,0,0,1,"2","2","1","4",4,3,4,5,"3",3,7
"1381","Pushout",38.46,49.68,1,19,0,1,2,0,0,0,0,0,0,0,1,"2","1","1","3",3,4,4,4,"2",4,4
"1382","Pushout",NA,21.4,2,18,1,1,2,0,1,0,1,0,0,0,1,"3","3","1","3",4,4,4,5,"2",2,5
"1383","Never",48.6,35.59,3,19,1,0,2,0,1,0,0,1,0,0,1,"2","2","1","3",NA,3,3,4,"2",3,5
"1384","Pushout",NA,NA,NA,18,1,1,2,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1385","Pushout",38.46,28.39,2,18,1,1,2,0,1,0,0,1,0,0,1,"2","1","3","2",2,NA,NA,4,NA,NA,4
"1386","Pushout",33.36,43.49,1,18,1,1,2,0,0,0,0,0,0,0,1,"2","2","2","3",2,NA,NA,4,"1",3,4
"1387","Pushout",41.15,39.48,3,19,1,0,2,1,0,0,0,0,1,0,1,"2","1","1","1",2,3,2,4,"3",3,5
"1388","Pushout",41.15,35.42,1,19,1,0,2,0,0,0,0,0,0,0,1,"1","1","1","3",3,3,4,5,"3",2,4
"1389","To",53.25,50.8,4,18,0,0,2,0,1,0,0,1,0,0,1,"2",NA,"2","3",2,NA,4,4,"1",3,5
"1390","Pushout",52.52,43.06,4,18,0,0,2,0,1,0,0,1,0,0,1,"3","2","3","2",2,NA,NA,5,"2",2,5
"1391","Never",56.82,48.52,3,19,1,0,2,0,0,0,0,0,0,0,1,"1","2","2","3",2,3,2,5,"1",3,5
"1392","Persistence",NA,NA,NA,18,1,1,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1393","Never",70.79,48.51,5,97,1,0,2,1,1,0,0,1,0,0,1,"3",NA,NA,"4",NA,4,NA,6,"1",4,9
"1394","Persistence",50.68,44.62,2,18,1,0,2,0,1,0,0,1,0,0,1,"2","1","2","3",NA,NA,NA,5,"2",3,5
