"","bmcat","efscience_identity","efSCIENCE_SELF_EFFICACY","efscicareer","ApproxAge","Female","LGBTQ","ANATENGSP","notfincon","PELL","ASIAN","BLACK","HISPANIC","OTHER","HBCU","MSI","intact1","intact7","affact2","insopn10","insopn19","insopn21","insopn14","cmp08","affact9","insopn92","degree"
"4505","Pushout",58.26,NA,3,19,0,0,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4506","Pushout",53.25,55.65,4,18,0,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4507","Never",55.16,52.81,4,18,0,0,2,0,0,0,0,0,0,0,1,"2","2","1","3",3,3,4,4,"1",3,8
"4508","Pushout",NA,NA,3,18,0,0,1,0,0,0,0,1,0,0,1,NA,NA,"1",NA,NA,3,3,4,"1",NA,5
"4509","Never",46.92,NA,4,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4510","Persistence",49.06,33.47,3,18,1,0,2,1,0,0,0,1,0,0,1,"3","4","2","2",3,3,3,5,"1",2,8
"4511","Pushout",43.55,19.27,3,98,0,0,2,1,1,0,0,1,0,0,1,"1","1","2","3",3,3,3,5,"1",3,5
"4512","Pushout",50.21,46.23,4,18,1,0,1,0,1,0,0,1,0,0,1,"3","6","1","3",3,3,3,5,"2",NA,5
"4513","Never",50,27.97,3,18,1,1,2,0,1,0,0,1,0,0,1,"2","1","2","3",2,3,3,5,"1",3,7
"4514","Pushout",NA,NA,3,18,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4515","Pushout",53.25,36.54,4,19,1,0,1,0,1,0,0,1,0,0,1,"2","1","2","3",2,3,3,5,"1",3,9
"4516","Pushout",NA,NA,2,NA,0,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4517","Pushout",33.36,41.24,1,98,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4518","To",53.25,44.62,4,18,1,0,2,0,1,1,0,0,0,0,1,"2","2","1","3",3,3,3,5,"1",3,5
"4519","Never",58.72,54.71,5,18,1,0,2,0,1,0,1,0,0,0,1,"3","3","1","3",3,3,3,5,"3",2,4
"4520","Never",63.52,54.83,5,18,1,0,2,0,1,0,0,0,1,0,1,"2","1","2","3",1,3,3,5,"1",3,8
"4521","Pushout",53.25,63.12,4,18,1,0,2,0,1,0,0,1,0,0,1,"2","1","2","2",3,3,2,4,"2",1,8
"4522","Never",48.42,33.47,4,18,1,0,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4523","Never",62.59,46.38,5,18,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4524","Pushout",NA,NA,2,18,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4525","Pushout",36.53,39.38,1,18,1,0,2,0,1,0,0,1,0,0,1,"2","1","3","3",1,3,4,6,"3",3,4
"4526","Pushout",NA,NA,1,18,0,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4527","To",42.2,39.49,3,NA,1,0,NA,0,0,0,0,0,0,0,1,"1","1","2",NA,NA,NA,NA,NA,"2",NA,NA
"4528","Never",NA,NA,2,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4529","Pushout",38.46,39.94,1,19,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4530","Never",54.43,44.62,4,18,1,0,2,0,0,0,0,0,0,0,1,"2","1","1","3",3,3,3,5,"2",3,7
"4531","Never",53.25,34.4,4,18,0,0,2,0,0,0,0,1,0,0,1,"2","4","3","2",3,3,2,5,"1",2,4
"4532","Pushout",38.46,24.44,1,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4533","Never",49.06,52.74,4,18,1,0,1,0,1,0,0,1,0,0,1,"3","3","1","3",3,3,3,5,"3",3,5
"4534","Never",58,46.04,6,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4535","Pushout",50.74,36.55,6,19,0,0,2,0,0,0,0,1,0,0,1,"4","4","1","3",3,4,4,6,"1",3,4
"4536","Persistence",53.25,57.11,4,18,1,0,2,1,1,0,0,1,0,0,1,"1","1","3","3",NA,NA,4,6,"3",2,5
"4537","Pushout",52.52,50.8,3,18,1,0,2,0,0,0,0,1,0,0,1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,5
"4538","Pushout",40.04,61.49,1,18,1,0,2,1,0,1,0,0,0,0,1,"2","1","1","1",1,1,1,1,"1",4,5
"4539","Pushout",38.46,23.34,1,18,1,0,NA,0,0,0,1,0,0,0,1,"3","1","1","2",2,3,3,4,"1",3,NA
"4540","Never",47.5,38.21,3,98,1,0,1,1,1,0,0,1,0,0,1,"2","1","1","3",NA,4,2,5,"1",NA,7
"4541","Never",54.43,52.86,4,18,0,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4542","Pushout",54.43,60,2,19,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4543","Never",67.49,54.08,4,18,1,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4544","Never",NA,NA,NA,18,0,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4545","To",NA,NA,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4546","Never",60.27,50.02,4,18,0,0,2,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4547","To",47.75,40.87,1,NA,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4548","Persistence",NA,NA,NA,18,0,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4549","Never",54.43,52.5,5,18,0,0,2,0,1,0,0,1,0,0,0,"2","1","3","1",1,1,1,3,"2",4,7
"4550","Never",54.12,44.62,4,18,0,1,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4551","Never",51.27,34.4,3,18,0,0,2,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4552","Never",57.97,50.51,5,18,1,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4553","Never",52.52,50.97,4,18,0,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4554","Persistence",NA,NA,NA,19,1,0,1,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4555","Pushout",46.68,NA,1,18,0,0,2,0,0,0,0,0,0,0,0,"2","1","2","4",2,3,4,4,"1",3,5
"4556","Never",70.79,70.93,4,18,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4557","Pushout",NA,NA,6,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4558","Pushout",52.38,45.97,4,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4559","Pushout",53.25,45.57,1,18,1,0,2,1,0,0,1,0,0,1,0,"4","1","3","2",2,2,3,4,"1",3,8
"4560","Never",NA,NA,4,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4561","Pushout",56.82,44.62,4,18,1,0,2,0,0,0,0,0,0,0,0,"3","3","1","3",4,3,3,5,NA,3,4
"4562","Pushout",48.06,60.56,1,18,1,0,2,1,0,0,0,0,0,0,0,"2","2","1","4",4,4,4,6,"1",4,6
"4563","Never",59.5,60,5,18,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4564","Persistence",50,44.69,3,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4565","Pushout",47.16,34.91,4,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4566","Pushout",52.52,52.56,3,18,1,1,2,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4567","Pushout",47.16,46.77,5,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4568","Pushout",33.36,27.97,1,18,1,0,2,0,1,0,0,0,1,0,1,"1","3","3","3",4,4,4,6,"1",4,5
"4569","Pushout",44.33,43.9,2,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4570","Never",56.13,47.8,4,18,0,0,2,1,0,0,0,0,0,0,0,"2","3","2","3",1,3,3,NA,"2",2,8
"4571","Never",54.87,46.39,2,19,0,1,2,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4572","Never",49.06,41.32,2,18,0,0,2,0,0,0,0,0,0,0,0,"2","5","2","3",3,3,3,5,"1",2,5
"4573","Never",51.14,57.44,5,18,0,0,2,0,0,0,0,0,0,0,0,"2","4","1","3",2,3,3,4,NA,3,8
"4574","Pushout",44.04,37.26,1,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4575","Never",56.82,45.28,4,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4576","Never",50,44.62,4,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4577","Never",55.06,50.65,4,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4578","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4579","Pushout",NA,NA,3,18,1,1,2,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4580","Never",57.91,45.16,4,18,1,0,2,0,0,0,0,0,0,0,0,"2","3","3","2",2,3,2,5,"1",2,5
"4581","Never",60.27,63.04,5,NA,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4582","Persistence",NA,NA,NA,18,0,0,2,0,0,1,0,0,0,0,0,"2","3","2","3",3,3,3,NA,"1",2,5
"4583","Persistence",64.47,72.43,5,18,1,0,2,0,0,1,0,0,0,0,0,"2","6","2","2",2,2,2,3,"1",3,7
"4584","Never",55.16,44.62,5,19,1,0,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4585","Never",54.5,51.03,5,18,1,0,2,0,0,0,0,0,0,0,0,"5","4","1","4",3,4,4,5,"1",4,5
"4586","Never",62.59,55.65,5,19,1,0,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4587","To",56.13,28.47,3,NA,0,0,2,0,0,0,0,0,0,0,0,"2","4","2","3",3,4,3,5,"1",3,NA
"4588","Never",53.25,44.62,3,18,1,0,2,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4589","Never",33.36,70.93,1,18,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4590","Never",53.25,55.65,4,18,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4591","Never",43.13,46.04,4,18,1,0,2,0,0,0,1,0,0,0,0,"2","5","1","3",3,3,3,4,"1",3,6
"4592","Never",61.82,38.29,5,18,1,0,2,1,0,0,0,1,0,0,1,"2","3","3","2",2,2,1,2,NA,2,9
"4593","Pushout",50.68,48.54,2,18,0,1,2,0,0,1,0,0,0,0,1,"2","2","1","3",3,3,3,5,"1",3,4
"4594","Never",NA,NA,4,NA,1,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4595","Pushout",52.52,37.34,3,NA,1,0,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4596","Pushout",47.8,54.17,4,NA,1,0,NA,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4597","To",38.46,39.11,1,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4598","Pushout",33.36,34.21,1,18,1,0,2,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4599","Never",52.38,42.59,4,19,1,0,2,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4600","Persistence",50.68,46.83,1,18,0,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4601","Pushout",NA,NA,3,18,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4602","Persistence",55.16,52.11,2,NA,0,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4603","Never",56.82,49.44,5,18,1,0,1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4604","Never",NA,NA,5,NA,1,0,NA,1,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4605","To",50,50,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4606","Pushout",NA,NA,1,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4607","Never",43.04,44.44,2,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4608","Never",62.59,55.65,5,NA,1,0,NA,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4609","To",68.09,52.75,5,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610","Never",58,55.65,4,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4611","Pushout",47.79,26.33,4,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612","Pushout",NA,NA,1,NA,1,0,NA,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613","Never",53.25,55.65,3,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4614","Pushout",52.8,33.04,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4615","Pushout",50.68,50.02,3,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4616","Persistence",49.26,34.7,4,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4617","Never",NA,NA,4,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4618","Never",61.67,55.65,3,18,1,0,2,1,1,0,1,0,0,1,0,"2","1","2","3",2,3,1,4,"2",3,7
"4619","Never",61.1,50.02,5,18,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4620","Never",56.8,46.96,4,18,1,1,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4621","Never",58.69,47.66,4,19,1,0,1,0,1,0,0,1,0,0,1,"2","2","2","3",3,3,2,5,"1",3,6
"4622","Never",70.79,48.75,5,19,1,1,2,0,0,0,0,1,0,0,1,"2","5","2","3",4,4,4,5,"1",2,8
"4623","Persistence",49.35,52.37,1,19,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4624","Never",54.43,46.28,3,18,0,0,2,0,0,1,0,0,0,0,0,"4","3","2","3",4,3,4,5,"2",4,9
"4625","To",59.5,48.53,4,18,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4626","Never",70.79,70.93,4,18,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4627","Never",52.52,42.55,3,18,0,0,2,0,0,1,0,0,0,0,0,"2","1","2","3",3,3,2,4,"1",3,5
"4628","Never",52.91,47.8,4,18,0,0,2,0,1,0,0,0,0,0,0,"2","2","1","3",4,3,3,6,NA,2,5
"4629","Never",50.68,44.62,3,18,1,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4630","Never",57.53,61.32,4,NA,0,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4631","Never",NA,NA,4,18,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4632","Never",55.83,40.87,3,19,1,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4633","Never",NA,NA,2,18,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4634","Persistence",33.36,21.62,2,18,1,0,1,1,0,1,0,0,0,0,0,"3","5","2","3",2,3,3,5,"2",3,5
"4635","Never",54.43,47.11,4,18,1,0,2,1,1,0,0,0,0,0,0,"2","6","2","3",3,3,3,5,"1",2,4
"4636","Never",33.36,47.17,5,19,0,0,1,0,0,0,0,0,0,0,1,"2","1","1","2",1,2,4,4,"1",4,5
"4637","Pushout",NA,NA,2,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4638","Never",38.46,35.32,2,18,1,0,2,0,0,0,0,1,0,0,1,"2","2","2","2",NA,4,3,5,"1",3,4
"4639","Never",NA,NA,4,18,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4640","Never",60.37,45,4,18,1,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4641","Pushout",49.26,53.65,3,18,1,1,1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"4642","Persistence",NA,NA,NA,18,0,0,1,0,0,0,0,1,0,0,1,"3","3","1",NA,NA,NA,NA,NA,"1",NA,7
"4643","Never",57.22,55.1,4,18,1,0,1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4644","Pushout",61.65,NA,4,18,0,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4645","Persistence",56.82,60.61,4,NA,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4646","Never",57.22,41.42,6,NA,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4647","Persistence",61.82,51.73,4,18,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4648","Pushout",56.82,42.61,4,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4649","Never",57.53,44.27,4,18,1,0,1,0,1,0,0,1,0,0,1,"2","4","2","3",NA,3,2,6,"3",4,7
"4650","Never",53.43,44.31,3,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4651","Pushout",44.75,44.83,2,18,1,0,2,0,0,0,0,1,0,0,1,"2",NA,"1","2",3,NA,3,5,"1",3,4
"4652","Never",64.66,45.83,3,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4653","Pushout",46.68,34.4,1,18,0,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4654","Pushout",NA,NA,NA,19,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4655","Never",59.5,55.65,5,18,1,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4656","Never",64.66,54.83,5,18,1,0,2,0,0,0,0,1,0,0,1,"2","5","1","2",3,3,3,5,"1",2,8
"4657","Never",47.16,37.26,3,18,1,0,2,0,1,0,1,0,0,0,1,"2","2","1","3",3,3,3,4,"1",2,8
"4658","Never",60.27,51.73,4,20,0,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4659","Pushout",44.75,24.58,3,20,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4660","To",NA,NA,2,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4661","Never",56.82,46.78,5,18,1,0,2,1,0,1,0,0,0,0,0,"4","1","1","3",3,3,3,5,NA,3,8
"4662","Never",64.91,49.93,4,19,1,0,2,0,1,0,0,0,0,0,0,"4","4","1","3",3,3,2,5,NA,2,8
"4663","Never",59.5,46.35,5,18,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4664","Never",53.25,53.78,5,18,0,0,2,0,1,1,0,0,0,0,1,"2","1","1","3",3,NA,NA,5,"1",3,8
"4665","Never",56.13,54.86,4,16,1,0,2,0,1,0,1,0,0,0,0,"2","3","1","3",2,3,3,5,"1",3,7
"4666","Never",NA,NA,6,18,0,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4667","Persistence",NA,NA,NA,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4668","Pushout",61.67,41.74,4,26,1,0,2,0,1,0,0,1,0,0,1,"2","1","2","3",2,4,4,6,"1",4,5
"4669","Never",NA,NA,4,NA,1,0,NA,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4670","Never",49.83,46.66,4,18,1,1,2,0,0,1,0,0,0,0,1,"2","1","3","2",4,3,4,4,"2",2,3
"4671","Persistence",54.24,52.87,5,NA,1,0,NA,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672","Never",56.13,50.74,4,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"4673","Persistence",51.23,31.57,5,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"4674","Never",66.29,59.49,5,18,1,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4675","To",47.94,47.36,4,NA,1,1,NA,1,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4676","Never",61.82,35.99,5,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4677","Never",70.79,49.3,5,17,1,1,2,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4678","Persistence",61.02,55.65,4,19,0,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4679","Never",63.52,57.04,5,19,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4680","Never",54.89,44.62,4,19,1,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4681","To",50.67,48.54,4,NA,1,0,NA,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4682","Never",61.84,59.23,5,18,1,0,2,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"4683","Never",60.27,55.65,5,18,1,0,2,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4684","Never",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"4685","Persistence",NA,NA,NA,17,1,0,2,0,0,0,1,0,0,1,0,"4","4","1",NA,NA,NA,NA,NA,"1",NA,7
"4686","Pushout",36.53,39.96,1,18,0,0,2,0,1,0,1,0,0,1,0,"3","1","1","4",4,4,4,5,"1",3,5
"4687","To",70.79,52.15,3,18,1,0,2,1,1,0,1,0,0,1,0,"4","3","1","3",4,3,4,5,"1",3,7
"4688","Persistence",58.91,56.95,4,19,1,1,2,0,1,0,1,0,0,1,0,"2","1","1","2",2,3,3,5,"1",3,9
"4689","Pushout",NA,NA,NA,18,1,0,2,1,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"4690","Never",53.66,49.82,5,18,1,0,2,0,0,0,1,0,0,1,0,"2","1","2","3",3,2,3,4,"1",3,6
"4691","Never",49.69,43.32,3,18,1,0,2,0,0,0,1,0,0,1,0,"3","3","1","3",3,3,3,5,"1",3,6
"4692","Persistence",NA,NA,NA,18,1,0,2,0,1,0,1,0,0,1,0,"3","2","1","4",4,4,4,5,"1",4,6
"4693","Never",54.81,57.51,4,18,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","2",4,3,3,4,"1",2,6
"4694","Never",57.53,29.56,4,18,1,0,2,0,1,1,0,0,0,1,0,"5",NA,"1","3",3,3,3,5,NA,4,4
"4695","Never",68.09,47.19,4,18,0,0,2,0,0,0,0,0,1,1,0,"3","5","2","3",3,3,4,5,"1",3,6
"4696","Never",45.68,64.07,3,18,1,0,2,0,1,0,1,0,0,1,0,"4","2","1","4",4,4,4,6,"1",4,6
"4697","Never",68.09,68.35,5,17,1,0,2,0,0,0,1,0,0,1,0,"4","1","2","2",3,4,4,5,"1",4,7
"4698","Pushout",NA,NA,NA,19,0,0,2,0,0,0,0,0,1,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,7
"4699","Persistence",NA,NA,NA,19,1,0,2,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
